VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "U"
 "V"
 "T"
 "Tv"
 "tke"
 "omega"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       1.67042042042042                     0.3      0.0361511570967763      0.0105069493968305    0.000347529499416795    3.32368060398256E-07    0.000435482469861045        3383.10270638655       -3137.31954018168        961.930655787165        1064.61749612605      0.0358476116070775        7618.23865603175      0.0474414478666572         14944.013051426        11842098.5846018      0.0285063929869728 
       1.67117117117117                     0.3      0.0361924050787276      0.0105162324023168    0.000349631400832897    3.32610195938981E-07    0.000438022358889518        3382.75230034129       -3135.11896321621        967.128877135658        1068.11727231387      0.0358091471008111        7610.06432957315       0.047496621201339         15025.034512657        11840341.8172597       0.027823830689872 
       1.67192192192192                     0.3       0.036233653060679       0.010525515407803    0.000351733302248999    3.32852331479706E-07     0.00044056224791799        3382.40189429602       -3132.91838625074        972.327098484152        1071.61704850169      0.0357706825945447        7601.89000311454      0.0475517945360208        15106.0559738881        11838585.0499176      0.0271412683927711 
       1.67267267267267                     0.3      0.0362749010426303      0.0105347984132892    0.000353835203665102     3.3309446702043E-07    0.000443102136946463        3382.05148825076       -3130.71780928528        977.525319832645        1075.11682468951      0.0357322180882784        7593.71567665594      0.0476069678707026        15187.0774351191        11836828.2825755      0.0264587060956703 
       1.67342342342342                     0.3      0.0363161490245816      0.0105440814187755    0.000355937105081204    3.33336602561155E-07    0.000445642025974937         3381.7010822055       -3128.51723231981        982.723541181139        1078.61660087733       0.035693753582012        7585.54135019734      0.0476621412053844        15268.0988963502        11835071.5152334      0.0257761437985693 
       1.67417417417417                     0.3       0.036357397006533      0.0105533644242617    0.000358039006497307     3.3357873810188E-07    0.000448181915003409        3381.35067616023       -3126.31665535434        987.921762529633        1082.11637706515      0.0356552890757456        7577.36702373874      0.0477173145400662        15349.1203575812        11833314.7478913      0.0250935815014684 
       1.67492492492492                     0.3      0.0363986449884843       0.010562647429748    0.000360140907913409    3.33820873642604E-07    0.000450721804031882        3381.00027011497       -3124.11607838887        993.119983878126        1085.61615325298      0.0356168245694793        7569.19269728013       0.047772487874748        15430.1418188123        11831557.9805492      0.0244110192043676 
       1.67567567567568                     0.3      0.0364398929704356      0.0105719304352342    0.000362242809329511    3.34063009183329E-07    0.000453261693060355        3380.64986406971       -3121.91550142341        998.318205226619         1089.1159294408      0.0355783600632129        7561.01837082153      0.0478276612094298        15511.1632800433        11829801.2132071      0.0237284569072667 
       1.67642642642643                     0.3      0.0364811409523869      0.0105812134407204    0.000364344710745614    3.34305144724054E-07    0.000455801582088828        3380.29945802444       -3119.71492445794        1003.51642657511        1092.61570562862      0.0355398955569466        7552.84404436293      0.0478828345441116        15592.1847412744         11828044.445865      0.0230458946101659 
       1.67717717717718                     0.3      0.0365223889343383      0.0105904964462067    0.000366446612161716    3.34547280264778E-07    0.000458341471117301        3379.94905197918       -3117.51434749247        1008.71464792361        1096.11548181644      0.0355014310506802        7544.66971790432      0.0479380078787935        15673.2062025054        11826287.6785229      0.0223633323130649 
       1.67792792792793                     0.3      0.0365636369162896      0.0105997794516929    0.000368548513577819    3.34789415805503E-07    0.000460881360145774        3379.59864593392         -3115.313770527         1013.9128692721        1099.61525800426      0.0354629665444138        7536.49539144572      0.0479931812134753        15754.2276637365        11824530.9111808       0.021680770015964 
       1.67867867867868                     0.3       0.036604884898241      0.0106090624571791    0.000370650414993921    3.35031551346228E-07    0.000463421249174247        3379.24823988865       -3113.11319356153        1019.11109062059        1103.11503419208      0.0354245020381475        7528.32106498712      0.0480483545481571        15835.2491249675        11822774.1438387      0.0209982077188632 
       1.67942942942943                     0.3      0.0366461328801923      0.0106183454626654    0.000372752316410023    3.35273686886952E-07    0.000465961138202719        3378.89783384339       -3110.91261659607        1024.30931196909        1106.61481037991      0.0353860375318811        7520.14673852852      0.0481035278828389        15916.2705861985        11821017.3764966      0.0203156454217623 
       1.68018018018018                     0.3      0.0366873808621436      0.0106276284681516    0.000374854217826126    3.35515822427677E-07    0.000468501027231192        3378.54742779812        -3108.7120396306        1029.50753331758        1110.11458656773      0.0353475730256147        7511.97241206991      0.0481587012175207        15997.2920474296        11819260.6091545      0.0196330831246615 
       1.68093093093093                     0.3       0.036728628844095      0.0106369114736379    0.000376956119242229    3.35757957968402E-07    0.000471040916259666        3378.19702175286       -3106.51146266513        1034.70575466607        1113.61436275555      0.0353091085193484        7503.79808561131      0.0482138745522025        16078.3135086606        11817503.8418124      0.0189505208275605 
